clinic_name,address,postal_code,X,Y,LAT,LONG
EVERHEALTH MEDICAL CENTRE,540 HOUGANG AVENUE 8 #B1-1235 Singapore 530540,530540,34450.6585450656,39977.4516559876,1.37781568057176,103.891282467147
EVERTON CLINIC,7 EVERTON PARK #01-17 Singapore 080007,080007,28596.7357553551,28821.3272818718,1.27692434441097,103.838680470477
EVERWELL CLINIC & SURGERY,45 OWEN RD #01-289 Singapore 210045,210045,29948.3486031438,33097.4099246338,1.31559567579804,103.850825476141
EXCEL FAMILY CLINIC,21 HOUGANG ST 51 HOUGANG GREEN SHOPPING MALL #01-06 Singapore 538719,538719,34066.6627102567,40135.5216910206,1.37924529070163,103.887832017102
EXCELSIOR CLINIC & SURGERY,283 BT BATOK EAST AVE 3 #01-261 Singapore 650283,650283,19566.6110998528,36563.8334163018,1.34694365753903,103.757539380939
EXECUTIVE HEALTH SCREENERS,290 ORCHARD ROAD PARAGON #07-07/08 Singapore 238859,238859,28282.5637398545,31801.0936260298,1.30387230879998,103.835857545469
EXECUTIVE HEALTH SCREENERS,38 IRRAWADDY ROAD Mount Elizabeth Novena Hospital #02-02 Singapore 329563,329563,29213.9156221649,33821.7679953557,1.32214655190062,103.844226253167
EXECUTIVE HEALTH SCREENERS,"6A NAPIER ROAD GLENEAGLES HOSPITAL, ANNEX BLOCK #02-36 Singapore 258500",258500,26473.8079344065,32194.2601453476,1.30742793176079,103.819605016421
EXPRESS MEDICAL CLINIC,640 ROWELL ROAD #01-56 Singapore 200640,200640,30381.1007417513,32195.1006872561,1.30743547948391,103.854713903431
F K LIM FAMILY CLINIC,267 TAMPINES ST 21 #01-43 Singapore 520267,520267,40902.9007366478,36987.4156270977,1.3507727880637,103.9492592317
FABER CLINIC & SURGERY,501 WEST COAST DR #01-284 Singapore 120501,120501,19763.8282618945,32734.4935309216,1.31231254760546,103.759312529215
FACE ON CLINIC BY DR JANICE KHOO,101 THOMSON ROAD UNITED SQUARE #1-45/46 Singapore 307591,307591,29145.4956319385,33274.1963187382,1.3171945098856,103.843611443038
"FACE, BODY & SKIN AESTHETICS MEDICAL CENTRE","290 ORCHARD ROAD PARAGON #09-23 TO 27, 30/31 Singapore 238859",238859,28282.5637398545,31801.0936260298,1.30387230879998,103.835857545469
FAITH CLINIC (BEDOK),746 BEDOK RESERVOIR ROAD #01-3013 Singapore 470746,470746,37782.0242956994,35496.0324948188,1.33728644805589,103.92121574376
FAITH CLINIC (JURONG WEST),762 JURONG WEST ST 75 #01-316 Singapore 640762,640762,12910.7207379977,36763.1478772033,1.3487435713641,103.697732091001
FAITH CLINIC (SIMEI),139 SIMEI ST 1 #01-10 Singapore 520139,520139,41715.568888539,36535.2830801234,1.34668351000418,103.956561347886
FAITH CLINIC (TOA PAYOH),211 TOA PAYOH LOR 8 #01-19 Singapore 310211,310211,30275.9006413805,35842.5568381976,1.34042178857691,103.853768900549
FAITH CLINIC (YISHUN),598 YISHUN RING ROAD WISTERIA MALL #01-11 Singapore 768698,768698,28884.7489383357,44415.5435907915,1.41795288501537,103.841268831617
FAITH FAMILY CLINIC,57 MARINE TERRACE #01-113 Singapore 440057,440057,37144.3429852098,32093.189808676,1.30651257347317,103.915484799847
FAITH HEALTHCARE (RIVERVALE),11 RIVERVALE CRESCENT RIVERVALE MALL #02-15 Singapore 545082,545082,35919.739682119,41601.6646846272,1.39250410994834,103.904483668323
FAITH HEALTHCARE (TAMPINES),11 TAMPINES STREET 32 TAMPINES MART #01-11 Singapore 529287,529287,42102.9046137433,37384.6781007778,1.35436493799096,103.960042188281
FAITH MEDICAL CLINIC & SURGERY,487C TAMPINES ST 45 #B1-103 Singapore 522487,522487,41862.7128473461,38091.6020852905,1.36075820406709,103.957884242384
FAJAR FAMILY CLINIC & SURGERY,445 FAJAR ROAD FAJAR SHOPPING CENTRE #01-550 Singapore 670445,670445,21038.9504945486,40614.9034746252,1.38358044570632,103.770768305101
FAMICARE BEDOK CLINIC,158 Bedok South Avenue 3 #01-581 Singapore 460158,460158,40438.7096671038,33444.9039634056,1.31873582639502,103.945086743107
FAMILY CARE CLINIC & SURGERY,608 ANG MO KIO AVE 5 #01-2785 Singapore 560608,560608,28383.0217854857,40062.1202565711,1.37858209980488,103.836760311526
FAMILY CARE CLINIC PTE LTD,415 BT BATOK WEST AVE 4 #01-272 Singapore 650415,650415,18350.4333743167,38369.0246521104,1.36326877890119,103.746610701623
FAMILY CARE MEDICAL CENTRE PTE LTD,916 Hougang Ave 9 #01-08 Singapore 530916,530916,33672.9062679355,39656.4636840392,1.37491294204269,103.884293734049
FAMILY CLINIC,103 YISHUN RING ROAD #01-73 Singapore 760103,760103,27507.4825517506,45899.0676108319,1.43136934951879,103.828892847163
FAMILY DOCTORS AT 365,365 CORPORATION DRIVE #01-407 Singapore 610365,610365,15409.3975789079,35544.7430636939,1.33772592715603,103.720184719217
FAMILY HEALTH CLINIC,43 Holland Drive #01-65 Singapore 270043,270043,23501.5176006189,32194.9754988756,1.30743411126249,103.792897574712
FAMILY HEALTH CLINIC & SURGERY,2 BALESTIER ROAD BALESTIER HILL SHOPPING CENTRE #01-651 Singapore 320002,320002,29070.2638017097,34236.3844964281,1.32589620218839,103.842935480003
FAMILY HEALTH MEDICAL CENTRE,226G ANG MO KIO AVE 1 #01-681 Singapore 567226,567226,28728.1014077324,38762.1804565638,1.36682590233629,103.839861074132
FAMILY HEALTHCARE CLINIC & SURGERY,151 SERANGOON NORTH AVE 2 #01-35 Singapore 550151,550151,32502.6820914433,39040.8051466253,1.36934535015798,103.873778334096
FAMILY HEALTHCARE CLINIC & SURGERY PTE LTD,523 HOUGANG AVE 6 #01-119 Singapore 530523,530523,34386.6259596157,39524.6711622849,1.37372091177121,103.890706989878
FAMILY LIFE CLINIC,727 CLEMENTI WEST ST 2 #01-264 Singapore 120727,120727,20294.8552770053,31847.3280619606,1.30428947930431,103.764084285428
FAMILY MEDICAL CLINIC PTE LTD,280 BT BATOK EAST AVE 3 #01-317 Singapore 650280,650280,19511.5483103061,36647.6310556531,1.34770147739313,103.757044584552
FAMILY MEDICARE CLINIC & SURGERY,721 ANG MO KIO AVE 8 #01-2815 Singapore 560721,560721,29622.6760250863,39372.9941794314,1.3723498478156,103.847899479721
FAMILY MEDICINE CLINIC,58 MARINE TERRACE #01-65 Singapore 440058,440058,36981.9965683648,32049.5338720083,1.30611781253452,103.914026029355
FAMILY MEDICINE CLINIC CHINATOWN,133 NEW BRIDGE ROAD CHINATOWN POINT #02-09 Singapore 059413,059413,29266.3326267196,29714.1641840115,1.28499882847404,103.844697081142
FAMILY POINT CLINIC & SURGERY,399 YUNG SHENG ROAD #01-55 Singapore 610399,610399,15440.244074599,35226.1689937152,1.3348448747126,103.720462024006
FAMILYCARE CLINIC & SURGERY,85C TOA PAYOH LOR 4 #01-380 Singapore 313085,313085,29575.9539416692,35385.2053946667,1.33628570919037,103.8474794394
FAMILYCARE CLINIC AND SURGERY,55 CHAI CHEE DRIVE #01-188 Singapore 460055,460055,37537.214149544,34341.8359421361,1.32684839338391,103.919015623663
FAR EAST MEDICAL PRACTITIONERS PTE LTD,545 ORCHARD ROAD FAR EAST SHOPPING CENTRE #06-07 Singapore 238882,238882,27628.9835050216,31981.750810964,1.30550610776289,103.829984821742
FEMA CLINIC & SURGERY,10 SINARAN DRIVE NOVENA MEDICAL CENTER #09-32 Singapore 307506,307506,29206.6250939963,33662.3578150738,1.32070490289998,103.844160737673
FERNVALE FAMILY CLINIC,405C FERNVALE LANE #01-101 Singapore 793405,793405,32464.7035507498,41235.6416153331,1.38919466664141,103.873437402619
FINEST HEALTH MEDICAL CENTRE,19 LORONG 7 TOA PAYOH KIM KEAT PALM #01-268 Singapore 310019,310019,30580.3137746411,35274.2596137486,1.33528228598944,103.856504185339
FIRST CARE FAMILY CLINIC & SURGERY,253 JURONG EAST ST 24 #01-257 Singapore 600253,600253,17256.9429254047,36148.672636345,1.34318835786154,103.73678575382
FIRST LIGHT FAMILY CLINIC & SURGERY,272 Bukit Batok East Avenue 4 #01-72 Singapore 650272,650272,19602.8238971796,36768.025532512,1.34879030700151,103.757864718209
FIRST MEDICAL CENTRE (YISHUN) PTE LTD,110 YISHUN RING RD #01-399 Singapore 760110,760110,27518.6718989001,46163.4777595755,1.43376057937719,103.828993389444
FIRST MEDICAL CENTRE PTE LTD,169 STIRLING ROAD #01-1165 Singapore 140169,140169,24637.5924693041,30315.2702380698,1.29043486528792,103.803105948762
FIRST MEDICAL CLINIC & SURGERY,167 WOODLANDS ST 11 #01-11 Singapore 730167,730167,21608.4051969616,46145.1054566763,1.43359370586716,103.775884057946
FIRSTHEALTH CLINIC & SURGERY,126 KIM TIAN ROAD MULTI STOREY CAR PARK #01-04 Singapore 160126,160126,27571.6863934522,29441.6877084114,1.28253466931818,103.82947001504
FOCUS MEDICAL CENTRE,137 TECK WHYE LANE TECK WHYE SHOPPING CENTRE #01-329 Singapore 680137,680137,19004.1078333839,40224.3126699161,1.380047529754,103.752483841199
FONG CLINIC,162 MEI LING ST #01-361 Singapore 140162,140162,24609.8836738795,30516.4953654446,1.29225467139036,103.802856952057
FOO AND ONG FAMILY CLINIC PTE. LTD.,151 BUKIT BATOK ST 11 #01-256 Singapore 650151,650151,18083.3693590284,36763.2921041455,1.34874703502595,103.744211483999
FOO CLINIC,962 JURONG WEST ST 91 #01-306 Singapore 640962,640962,12215.2340559538,36019.4883067478,1.34201784072119,103.691483114884
FORUM MEDICAL CLINIC,583 ORCHARD ROAD FORUM #11-04 Singapore 238884,238884,27483.6082861108,32047.1465453282,1.30609752164566,103.828678556041
FRANCES MEDICAL & AESTHETIC CLINIC,22 SCOTTS ROAD GOODWOOD PARK HOTEL #01-02 Singapore 228221,228221,28128.8029879308,32356.0982719436,1.30889157622758,103.83447593606
FRANKEL CLINIC,697 EAST COAST ROAD #01-01 Singapore 459060,459060,37888.3984608923,32706.3225433826,1.31205729406193,103.92217067808
FRASER MEDICAL CENTRE,78A TELOK BLANGAH ST 32 #01-07 Singapore 101078,101078,25291.3679326348,28430.2551556844,1.27338751489364,103.808980553946
FREIA MEDICAL,435 ORCHARD ROAD WISMA ATRIA #19-03 Singapore 238877,238877,27987.4434526867,31782.5683790073,1.30370477426152,103.833205752808
FRIENDSHIP CLINIC & SURGERY,1 JALAN BUKIT MERAH #01-4524 Singapore 150001,150001,25209.2313396927,29875.0296186823,1.28645354030176,103.808242400418
FRONTIER FAMILY MEDICINE CLINIC,3151 COMMONWEALTH AVENUE WEST CITYVIBE #04-01 Singapore 129581,129581,20413.2100247074,32950.9688186757,1.31427043922296,103.765147487482
FRONTIER MEDICAL ASSOCIATES,528 BUKIT BATOK STREET 51 #01-64 Singapore 650528,650528,18849.1051860877,37637.2979315575,1.35665146828269,103.751091825657
FRONTIER MEDICAL ASSOCIATES,982 BUANGKOK CRESCENT #01-03 Singapore 530982,530982,33118.1645297266,40312.9815477635,1.38085035464592,103.879309094304
FRONTIER MEDICAL ASSOCIATES,163 ANG MO KIO AVE 4 #01-426 Singapore 560163,560163,28540.6237866869,39505.5349862799,1.37354853919929,103.838176471398
FRONTIER MEDICAL ASSOCIATES,678D JURONG WEST STREET 64 #01-347 Singapore 644678,644678,13540.9578800352,36334.2282404248,1.34486489552664,103.703395356177
FRONTIER MEDICAL ASSOCIATES,304 UBI AVENUE 1 #01-87 Singapore 400304,400304,35557.6901634612,34640.7885495257,1.32955256858877,103.90122860971
FRONTIER MEDICAL ASSOCIATES,899C WOODLANDS DR 50 #01-296 Singapore 732899,732899,23764.8017500996,46474.1482536457,1.43656985578909,103.795261266334
FRONTIER MEDICAL ASSOCIATES,654 YISHUN AVE 4 #01-437 Singapore 760654,760654,28789.2064435297,44979.5396439489,1.42305346445827,103.840410313172
FRONTIER MEDICAL ASSOCIATES,51 HAVELOCK ROAD MULTI STOREY CAR PARK #01-02 Singapore 161051,161051,27372.4431228482,30261.2151605058,1.28994618456456,103.827679720482
FRONTIER MEDICAL ASSOCIATES,105 CANBERRA STREET #01-11 Singapore 750105,750105,27896.9812270714,47833.5401245914,1.44886402164277,103.832392850944
FRONTIER MEDICAL ASSOCIATES,440 BUKIT BATOK WEST AVENUE 8 #01-05 Singapore 650440,650440,17537.1506915516,37534.6892548799,1.35572308109488,103.739303105372
FRONTIER MEDICAL ASSOCIATES,494 TAMPINES STREET 45 #01-02 Singapore 523494,523494,41633.8574396964,38346.0956858694,1.36305985412193,103.955827944237
FRONTIER MEDICAL ASSOCIATES,451 BUKIT BATOK WEST AVE 6 #01-07 Singapore 650451,650451,18054.1137485629,37237.7942650225,1.35303824882884,103.743948447541
FRONTIER MEDICAL ASSOCIATES,691 WOODLANDS DRIVE 73 #01-04 Singapore 730691,730691,24981.9051008461,46923.0729089025,1.44062992421832,103.806198056529
FRONTIER PEOPLE'S CLINIC,123 BEDOK NORTH STREET 2 #01-152 Singapore 460123,460123,39576.8955716577,34601.7979382612,1.32919868667842,103.937343347878
FULLERTON HEALTH @ AAG,1 WALLICH STREET GUOCO TOWER #37-01K Singapore 078881,078881,29368.8605484167,28807.5726020299,1.27679992796436,103.845618296201
FULLERTON HEALTH @ AMS,7000 ANG MO KIO AVENUE 5 #01-00 Singapore 569877,569877,32400.0554658513,39854.4837346189,1.37670398223885,103.872856282916
FULLERTON HEALTH @ BEDOK HEARTBEAT,11 BEDOK NORTH STREET 1 HEARTBEAT @ BEDOK #01-08 Singapore 469662,469662,38996.658989693,34343.6586801149,1.32686438553512,103.932129515964
FULLERTON HEALTH @ DRS HORNE & CHIN,391B ORCHARD ROAD NGEE ANN CITY TOWER B #25-01/07/08 Singapore 238874,238874,28151.0824940463,31640.966003729,1.30242417189413,103.834676124723
FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES,391B ORCHARD ROAD NGEE ANN CITY TOWER B #25-01/07/08 Singapore 238874,238874,28151.0824940463,31640.966003729,1.30242417189413,103.834676124723
FULLERTON HEALTH @ GLOBALFOUNDRIES,60 WOODLANDS IND PARK D ST 2 FAB 7 GLOBALFOUNDRIES #03-00 Singapore 738406,738406,20683.4206087786,46793.8852498271,1.43946080634571,103.767572032849
FULLERTON HEALTH @ LUMILEDS,190 YISHUN AVENUE 7 Singapore 768925,768925,28333.3252673066,47037.7523666825,1.44166720426468,103.836313831958
FULLERTON HEALTH @ MICRON FAB10N,1 NORTH COAST DRIVE Singapore 757432,757432,23348.6524783334,48381.9717751611,1.45382344878793,103.791521451718
FULLERTON HEALTH @ MICRON MSB,990 BENDEMEER ROAD MICRON BUILDING Singapore 339942,339942,31475.2888071503,33404.3788561709,1.31837165922338,103.864545839146
FULLERTON HEALTH @ NTU,36 NANYANG AVENUE NANYANG TECHNOLOGICAL UNIVERSITY #01-01/02 Singapore 639801,639801,11234.3208625509,36390.2037307527,1.34536991732885,103.682668843754
FULLERTON HEALTH @ OFC,10 COLLYER QUAY OCEAN FINANCIAL CENTRE #03-08/09 Singapore 049315,049315,30069.028840036,29515.7891202532,1.28320475155527,103.851909612416
FULLERTON HEALTH @ PASIR PANJANG,"3 HARBOUR DRIVE, GROUND LEVEL Pasir Panjang Terminal Building 3 Singapore 117404",117404,23480.8825540596,28460.9996482693,1.2736653509392,103.792712694771
FULLERTON HEALTH @ UBS,1 RAFFLES QUAY #45-00 Singapore 048583,048583,30067.9405244125,29292.2770711072,1.28118338714692,103.851899818913
FULLERTON HEALTH @ USG 1,"5 SERANGOON NORTH AVENUE 5 Level 1, United Test & Assembly Center Ltd Singapore 554916",554916,31765.348862532,39500.2254976481,1.37350028622933,103.867152937284
FULLERTON HEALTH @ WATSONS (CHANGI CITY POINT),5 CHANGI BUSINESS PARK CENTRAL 1 CHANGI CITY #B1-14/15 Singapore 486038,486038,42426.1904402118,35142.0870471913,1.33408363875541,103.962946043685
FULLERTON HEALTHCARE,460 ALEXANDRA ROAD ALEXANDRA RETAIL CENTRE #02-18 Singapore 119963,119963,24432.5920465902,28496.4861653279,1.27398639988206,103.801264139551
FULLERTON HEALTHCARE @ BAT,"15 SENOKO LOOP, GROUND FLOOR Singapore 758168",758168,24624.1497313047,48986.9505269323,1.45929483998917,103.802983027835
FULLERTON HEALTHCARE @ DRS TRYTHALL HOY DAVIES,1 JURONG WEST CENTRAL 2 JURONG POINT SHOPPING CENTRE #B1A-19B Singapore 648886,648886,13907.0305282861,35735.7564695273,1.33945271661449,103.70668501289
FULLERTON HEALTHCARE @ GETHIN-JONES,78 SHENTON WAY #04-01 Singapore 079120,079120,29331.4537699346,28410.5296620373,1.27320921232922,103.845282165951
FULLERTON HEALTHCARE @ METROPOLIS,9 NORTH BUONA VISTA DRIVE THE METROPOLIS #01-03 Singapore 138588,138588,23316.7598000529,32063.5555154644,1.30624556811814,103.791237458059
FULLERTON HEALTHCARE @ OFS,81 PASIR RIS HEIGHTS OVERSEAS FAMILY SCHOOL #A01-03 Singapore 519292,519292,40027.0840363062,40262.807431072,1.38039457477029,103.941390802096
FULLERTON HEALTHCARE SCREENING CENTRE,391B ORCHARD ROAD NGEE ANN CITY TOWER B #26-02 Singapore 238874,238874,28151.0824940463,31640.966003729,1.30242417189413,103.834676124723
FULLERTON HEALTHCARE@DRS TRYTHALL HOY DAVIES,1 JURONG WEST CENTRAL 2 JURONG POINT SHOPPING CENTRE #B1A-19A Singapore 648886,648886,13907.0305282861,35735.7564695273,1.33945271661449,103.70668501289
FUNAN CLINIC,5 COLEMAN ST EXCELSIOR SHOPPING CENTRE #03-20/21 Singapore 179805,179805,29836.5104009941,30490.0821910613,1.29201593006906,103.849820399999
FUSION MEDICAL & HEALTH SCREENING CENTRE,1 FUSIONOPOLIS LINK NEXUS @ONE-NORTH #01-05 Singapore 138542,138542,23135.3729751023,31290.5422360096,1.29925468229408,103.78960773275
FUSION MEDICAL HEALTH SCREENING & AESTHETIC,501 ORCHARD ROAD WHEELOCK PLACE #04-11 Singapore 238880,238880,27702.1243623986,31889.9934485927,1.30467628730254,103.830642027577
G & H MEDICAL CLINIC PTE LTD,106 YISHUN RING ROAD #01-173 Singapore 760106,760106,27347.1383922967,45911.1499240361,1.4314786143235,103.827452004212
G AESTHETIC WELLNESS MEDICAL CLINIC,9 RAFFLES BOULEVARD MILLENIA WALK #02-44/45 Singapore 039596,039596,30938.800206791,30555.2769762818,1.29260544462495,103.859724944443
G H HENG CLINIC,133 JLN BUKIT MERAH #01-1522 Singapore 160133,160133,27341.4143836272,29111.7619640883,1.27955093259636,103.82740093837
G P MEDICAL CENTRE & SURGERY,35 SELEGIE ROAD PARKLANE SHOPPING MALL #03-03 Singapore 188307,188307,29795.1275293685,31444.2734161131,1.30064530196808,103.849448612005
G S CLINIC & SURGERY,632 ANG MO KIO AVE 4 #01-960 Singapore 560632,560632,28902.9631515578,40210.813845342,1.37992682002038,103.84143237207
G.I.F.T MEDICAL CENTRE,389 UPPER ALJUNIED RD Singapore 367874,367874,33064.9361616021,35041.7605764866,1.33317933400534,103.8788299072
GALILEE CLINIC,342 UBI AVE 1 #01-935 Singapore 400342,400342,35551.1789148026,34295.8848448005,1.32643338540075,103.901170017525
GANGNAM LASER CLINIC,1 MARITIME SQUARE HARBOURFRONT CENTRE #03-55 Singapore 099253,099253,26544.821134136,27388.8962539733,1.26396991176006,103.820243325181
GANGNAM LASER CLINIC,1 RAFFLES PLACE ONE RAFFLES PLACE #05-10/11 Singapore 048616,048616,29975.8693435866,29642.3739446029,1.28434954622309,103.851072545834
GENERAL PRACTICE FAMILY CLINIC & SURGERY,68 Kallang Bahru #01-3219 Singapore 330068,330068,32064.8488966765,33800.4877564553,1.32195385488885,103.869843391813
GETHIN -JONES MEDICAL PRACTICE PTE LTD,205 Braddell Road Singapore 579701,579701,31017.0169747709,35910.9086951912,1.34103987340845,103.860428278171
GEYLANG BAHRU CLINIC,16 UPPER BOON KENG RD #01-1093 Singapore 380016,380016,32266.092699395,33079.3106692135,1.31543175817286,103.871651573593
GEYLANG SERAI CLINIC,138 CHANGI RD Singapore 419722,419722,35602.7133049516,33219.9069367125,1.31670261574016,103.901632815943
GLAXO WELLCOME MANUFACTURING MEDICAL CENTRE,1 PIONEER SECTOR 1 Singapore 628413,628413,8721.528123679,32294.6393428817,1.30832974482283,103.660092527414
GLENEAGLES MEDICAL SUITES,6A NAPIER ROAD GLENEAGLES HOSPITAL #03-00 Singapore 258500,258500,26473.8079344065,32194.2601453476,1.30742793176079,103.819605016421
GLOBAL CARE MEDICAL,77 JALAN MALU-MALU KINDOL GARDENS #01-77 Singapore 769687,769687,27160.6955125422,47275.6127113644,1.44381831625275,103.825776599411
GLOBAL CARE MEDICAL,25 SPRINGSIDE GREEN THE BROOKS II #01-09 Singapore 786015,786015,26389.8407640769,42865.9172303081,1.40393859107233,103.818849957935
GLOBAL CARE MEDICAL,21 PASIR RIS GROVE COCO PALMS #01-32 Singapore 518070,518070,40625.788053444,39325.7569954675,1.37191999033,103.946770192124
GLOBAL MEDICAL CENTRE,163 TANGLIN ROAD TANGLIN MALL #03-07 Singapore 247933,247933,26946.545108616,31908.478378661,1.30484344196916,103.823852794772
GOH CLINIC & SURGERY,204 HOUGANG ST 21 #01-101 Singapore 530204,530204,33750.2552830889,37876.8912393786,1.35881911554387,103.884988426671
GOH CLINIC + SURGERY,283 BT BATOK EAST AVE 3 #01-271 Singapore 650283,650283,19566.6110998528,36563.8334163018,1.34694365753903,103.757539380939
GOH MEDICAL CLINIC,136 POTONG PASIR AVE 3 #01-164 Singapore 350136,350136,31694.9863941849,35130.5540373567,1.33398254838696,103.866520142842
GOLDEN MILE CLINIC,5001 BEACH ROAD GOLDEN MILE COMPLEX #02-93 Singapore 199588,199588,31544.0670189652,31677.1512269247,1.30275121635194,103.865163649543
GOODDOCTORS MEDICAL CLINIC,18 YISHUN AVENUE 9 JUNCTION NINE #02-55 Singapore 768897,768897,28928.3840203623,46092.9609547779,1.43312283983182,103.84166098599
GOODHEALTH MEDICAL CENTRE,644 HOUGANG AVE 8 #01-275 Singapore 530644,530644,33335.416766356,39272.1448898446,1.37143736463905,103.88126107892
GOODWILL CLINIC,685 RACE COURSE ROAD #01-328 Singapore 210685,210685,30616.7378424942,32921.6189839766,1.31400583508365,103.856831276139
GPK CLINIC (ORCHARD),391B ORCHARD ROAD NGEE ANN CITY TOWER B #08-05 Singapore 238874,238874,28151.0824940463,31640.966003729,1.30242417189413,103.834676124723
GRACE (SL) MEDICAL CENTRE,811 HOUGANG CENTRAL #01-208 Singapore 530811,530811,34729.7505122602,39320.1385009903,1.37187111601414,103.893790162294
GRACE CLINIC,333 KRETA AYER ROAD #02-14 Singapore 080333,080333,29017.7442794954,29244.1657780409,1.28074833681275,103.84246340102
GRACE CLINIC & SURGERY,607 ANG MO KIO AVE 4 #01-1295 Singapore 560607,560607,28611.8740149975,40270.6082471758,1.38046758670094,103.838816721629
GREAT HEALTH MEDICAL CLINIC,407 ANG MO KIO AVENUE 10 #01-749 Singapore 560407,560407,30440.449992349,38218.9990299139,1.36191347195217,103.855247666901
GREEN CROSS MEDICAL CENTRE,824 TAMPINES ST 81 #01-30 Singapore 520824,520824,39061.711636462,36795.4473269153,1.34903743516551,103.932714940894
GREENFOREST FAMILY CLINIC,878C TAMPINES AVENUE 8 #01-71 Singapore 523878,523878,38688.7606494476,37041.6473486163,1.35126411286426,103.929363834798
GREENLIFE CLINIC & SURGERY,11 CANBERRA RD SEMBAWANG MRT STATION #02-01 Singapore 759775,759775,26522.98826239,47854.1998395566,1.44905082158503,103.820046140211
GREENLIFE CLINIC & SURGERY,624 CHOA CHU KANG STREET 62 YEW TEE SHOPPING CENTRE #01-230 Singapore 680624,680624,18403.3321241007,42214.6661470905,1.39804736153017,103.747084778932
GREENLINK MEDICAL CLINIC,807 YISHUN RING ROAD #01-4213 Singapore 760807,760807,27806.3452329621,44254.7521310747,1.41649875808135,103.831578419935
GSH CLINIC & SURGERY PTE. LTD.,9 YIO CHU KANG ROAD SPACE @ KOVAN #01-40 Singapore 545523,545523,32848.2925838576,37417.5566375554,1.35466521890967,103.876883622562
H S LEE CLINIC & SURGERY,173 YISHUN AVE 7 #01-823 Singapore 760173,760173,27755.4086052229,46529.005372243,1.43706628176727,103.831120689838
HALLEY MEDICAL AESTHETICS,277 ORCHARD ROAD ORCHARD GATEWAY #03-15 Singapore 238858,238858,28668.471572926,31426.9988119099,1.3004891211476,103.839325098352
HAMID FAMILY CLINIC & SURGERY,156 Pasir Ris St 13 #01-35 Singapore 510156,510156,42420.3720559695,38459.3427415881,1.3640836452932,103.96289534923
HANA AESTHETIC CLINIC,391B ORCHARD ROAD NGEE ANN CITY TOWER B #14-10 Singapore 238874,238874,28151.0824940463,31640.966003729,1.30242417189413,103.834676124723
HARMONY FAMILY CLINIC,235 CHOA CHU KANG CENTRAL #B1-25 Singapore 680235,680235,18588.4871616841,40192.1623808276,1.37975664367525,103.748749195334
HAVELOCK FAMILY CLINIC,22 HAVELOCK RD #01-709 Singapore 160022,160022,27499.8127657487,30128.5087877866,1.2887460370409,103.828824191655
HEALTH FIRST FAMILY CLINIC,26 JALAN MEMBINA MULTI STOREY CAR PARK #01-06 Singapore 161026,161026,27140.5129420708,29452.7137900553,1.28263437649671,103.825595753657
HEALTH OUTREACH CLINIC,545 ORCHARD ROAD FAR EAST SHOPPING CENTRE #B1-01/02 Singapore 238882,238882,27628.9835050216,31981.750810964,1.30550610776289,103.829984821742
HEALTH PARTNERS FAMILY CLINIC,1 BT BATOK CENTRAL LINK WEST MALL #01-37 Singapore 658713,658713,18643.526947563,36903.9428237472,1.3500192089773,103.749244800949
HEALTH PARTNERS MEDICAL CLINIC,100 Cecil Street The Globe #09-01 Singapore 069532,069532,29740.5680358556,29286.9927049018,1.28113561694521,103.848958251202
HEALTH PARTNERS MEDICAL CLINIC (SIGLAP),23 UPPER EAST COAST ROAD CRESCENDO BUILDING Singapore 455289,455289,38351.2436040028,32824.5976862889,1.31312677921155,103.926329604095
HEALTH PARTNERSHIP MEDICAL CENTRE,109 BUKIT PURMEI RD #01-145 Singapore 090109,090109,27108.7926096913,28490.1625176333,1.27392939929266,103.825310761145
HEALTHBRIDGE FAMILY CLINIC,11 RIVERVALE CRESCENT RIVERVALE MALL #02-16 Singapore 545082,545082,35919.739682119,41601.6646846272,1.39250410994834,103.904483668323
HEALTHCARE AMK MEDICAL CLINIC,157 ANG MO KIO AVENUE 4 #01-578 Singapore 560157,560157,28676.2385494256,39699.8244775981,1.37530562109725,103.839395071769
HEALTHCARE FAMILY CLINIC & SURGERY,403 SIN MING AVE #01-311 Singapore 570403,570403,28031.7678275072,38324.791595798,1.36287032243032,103.833604034312
HEALTHCARE HOUGANG MEDICAL CLINIC,311 HOUGANG AVENUE 5 #01-191 Singapore 530311,530311,34848.6293501005,38634.5340734888,1.36567073056472,103.89485821457
HEALTHCARE MEDICAL @ KOVAN,208 HOUGANG STREET 21 #01-205 Singapore 530208,530208,33933.623843738,37863.3701375686,1.35869679955106,103.886636111344
HEALTHCARE MEDICAL @ RAILMALL,"446 UPPER BUKIT TIMAH ROAD, RAIL MALL Singapore 678067",678067,20686.7534467339,37964.3635935635,1.35960983973656,103.767604204691
HEALTHLIFE FAMILY CLINIC,296A BUKIT BATOK STREET 22 SKYLINE II @ BUKIT BATOK #01-64 Singapore 651296,651296,18327.9299759266,36248.7276335042,1.34409358218356,103.746409176377
HEALTHLINE FAMILY CLINIC & SURGERY PTE. LTD.,25A CHAI CHEE ROAD #01-467 Singapore 461025,461025,38108.5927455379,33948.3426193968,1.32328959919215,103.924149636605
HEALTHLINK (AMK) MEDICAL CENTRE,108 ANG MO KIO AVE 4 #01-86 Singapore 560108,560108,28543.4587465774,39220.0098920949,1.37096635222626,103.838201940326
